,Full Filename,Charge Weighted Average (A),Discharge Weighted Average (A)
147,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_d_timeseries.csv,1.6181676845484425,-1.6242182399010612
148,3.20_SNL_18650_NCA_25C_40-60_0.5-0.5C_a_timeseries.csv,1.6156705418418995,-1.6241523286315924
149,3.20_SNL_18650_NCA_25C_40-60_0.5-0.5C_b_timeseries.csv,1.6159160736776526,-1.624144781836976
150,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_a_timeseries.csv,1.3653872937880127,-3.1710640895150966
151,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_b_timeseries.csv,1.367745124734205,-3.1406732607013
152,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_c_timeseries.csv,1.3621364910877334,-3.1710891848864686
153,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_d_timeseries.csv,1.3580520203810629,-3.1271385253106003
154,3.20_SNL_18650_NCA_35C_0-100_0.5-2C_a_timeseries.csv,1.3332781688352386,-5.963410030202663
155,3.20_SNL_18650_NCA_35C_0-100_0.5-2C_b_timeseries.csv,1.327939704295406,-5.998185547376608
156,3.40_UL-PUR_CF10DPA_pouch_NCA_25C_0-100_1-1C_n_timeseries_data.csv,2.3988707049128863,-3.2988212996461597
157,3.40_UL-PUR_N10-EX9_18650_NCA_23C_0-100_0.5-0.5C_i_timeseries.csv,0.9074699998385056,-1.394961586278318
158,3.40_UL-PUR_N10-NA7_18650_NCA_23C_0-100_0.5-0.5C_g_timeseries.csv,0.9043478143101555,-1.5999962342693412
159,3.40_UL-PUR_N10-OV8_18650_NCA_23C_0-100_0.5-0.5C_h_timeseries.csv,0.8830843543933659,-1.3920776895278317
160,3.40_UL-PUR_N15-EX4_18650_NCA_23C_0-100_0.5-0.5C_d_timeseries.csv,0.9544255744994852,-1.321195389489879
161,3.40_UL-PUR_N15-NA10_18650_NCA_23C_0-100_0.5-0.5C_j_timeseries.csv,0.9566638555665604,-1.5995185710249935
162,3.40_UL-PUR_N15-OV3_18650_NCA_23C_0-100_0.5-0.5C_c_timeseries.csv,1.0002782093190368,-1.2587736301272356
163,3.40_UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b_timeseries.csv,0.8294626686334075,-1.1279792574166938
164,3.40_UL-PUR_N20-NA5_18650_NCA_23C_0-100_0.5-0.5C_e_timeseries.csv,0.9170699379060534,-1.2959508114516038
165,3.40_UL-PUR_N20-NA6_18650_NCA_23C_0-100_0.5-0.5C_f_timeseries.csv,0.9106014524832093,-1.2709109443043272
166,3.40_UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a_timeseries.csv,0.7625117849759296,-1.1029431332241788
167,3.40_UL-PUR_R10-EX6_18650_NCA_23C_2.5-96.5_0.5-0.5C_f_timeseries.csv,0.9149718211983879,-1.4478787785029523
168,3.40_UL-PUR_R10-NA11_18650_NCA_23C_2.5-96.5_0.5-0.5C_k_timeseries.csv,0.926277096840315,-1.5999938413219037
169,3.40_UL-PUR_R10-OV5_18650_NCA_23C_2.5-96.5_0.5-0.5C_e_timeseries.csv,0.9061209948151495,-1.4203863482740204
170,3.40_UL-PUR_R15-EX4_18650_NCA_23C_2.5-96.5_0.5-0.5C_d_timeseries.csv,0.8847420706252613,-1.518647691763935
171,3.40_UL-PUR_R15-NA10_18650_NCA_23C_2.5-96.5_0.5-0.5C_j_timeseries.csv,0.9464582402822125,-1.599001825534734
172,3.40_UL-PUR_R15-OV3_18650_NCA_23C_2.5-96.5_0.5-0.5C_c_timeseries.csv,0.8966021162379433,-1.520355152683883
173,3.40_UL-PUR_R20-EX2_18650_NCA_23C_2.5-96.5_0.5-0.5C_b_timeseries.csv,0.8646003281658455,-1.4953692612745058
174,3.40_UL-PUR_R20-NA7_18650_NCA_23C_2.5-96.5_0.5-0.5C_g_timeseries.csv,0.8605632374416229,-1.5317827376406092
175,3.40_UL-PUR_R20-NA8_18650_NCA_23C_2.5-96.5_0.5-0.5C_h_timeseries.csv,0.854426534626226,-1.5990014264700467
176,3.40_UL-PUR_R20-NA9_18650_NCA_23C_2.5-96.5_0.5-0.5C_i_timeseries.csv,0.846961562432918,-1.5998137034780036
177,3.40_UL-PUR_R20-OV1_18650_NCA_23C_2.5-96.5_0.5-0.5C_a_timeseries.csv,0.8574333615179894,-1.4889654893900768
178,5.00_MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_timeseries_data.csv,0.9550551818758599,-0.99999985602794
179,5.00_MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C_timeseries_data.csv,0.8828291979632319,-0.9999999639391999
180,5.00_MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C_timeseries_data.csv,0.9727100585992463,-0.9999998206018901
181,5.00_MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C_timeseries_data.csv,4.6200178448191735,-7.497761478535468
182,5.00_MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C_timeseries_data.csv,1.8586785627024145,-7.497627033661177
183,5.00_MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C_timeseries_data.csv,5.180600521013535,-7.497834379366371
184,5.00_MICH_07R_pouch_NMC_25C_0-100_2-2C_timeseries_data.csv,5.2785789176915685,-9.996354357243872
185,5.00_MICH_08C_pouch_NMC_-5C_0-100_2-2C_timeseries_data.csv,1.964260026866057,-9.996148840599115
186,5.00_MICH_09H_pouch_NMC_45C_0-100_2-2C_timeseries_data.csv,5.968886096446993,-9.995768409528347
187,5.00_MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C_timeseries_data.csv,0.9563576811251715,-7.498407501993055
188,5.00_MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C_timeseries_data.csv,0.8359746313459703,-7.498307443361039
189,5.00_MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C_timeseries_data.csv,0.9694913843821772,-7.498022508348461
190,5.00_MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C_timeseries_data.csv,0.9349173296052091,-0.9999998034598504
191,5.00_MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C_timeseries_data.csv,0.8379815917030764,-0.9999999949976796
192,5.00_MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C_timeseries_data.csv,0.9579306474172367,-0.9999999868961895
193,5.00_MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C_timeseries_data.csv,0.9393373507425903,-7.497738184859309
194,5.00_MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C_timeseries_data.csv,0.8247503155695598,-7.497178424314769
195,5.00_MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C_timeseries_data.csv,0.9576489874097369,-7.497662458938961
