SimulationID,MTTA
647,4004.318809
648,3771.136630
649,3907.904834
650,3575.491657
651,3712.064061
652,3715.807664
653,4182.578112
654,3647.645084
655,3948.214449
656,3725.775314
657,3899.372394
658,3759.510215
659,3637.407425
660,4146.691566
661,3941.495491
662,3980.091769
663,3597.072237
664,3867.026387
665,3834.532339
666,3704.943560
667,3642.650867
668,3793.320254
669,3959.254728
670,3878.806599
671,3895.809910
672,3598.287745
673,4075.704119
674,3924.699543
675,3816.618914
676,3873.491944
677,3526.138662
678,3763.232489
679,3956.195933
680,3538.500154
681,4342.098088
682,3816.064011
683,3694.121605
684,3697.239449
685,3791.803672
686,3704.478301
687,3597.984471
688,4363.858148
689,3609.145972
690,3523.356584
691,4323.013841
692,3630.266921
693,3684.649523
694,3857.910488
695,3663.582800
696,3763.687754
697,3426.334791
698,3364.295199
699,3742.079973
700,3782.147719
701,3988.724265
702,4084.901869
703,3582.809771
704,3776.729354
705,3522.080820
706,3691.793882
707,3500.437241
708,3395.994508
709,4284.374038
710,3758.682782
711,3557.013517
712,3947.644662
713,4008.663012
714,3503.003061
715,3857.379918
716,3533.758259
717,3509.382846
718,3267.622513
719,3822.413880
720,3475.798032
721,4190.076289
722,3998.980672
723,3826.051266
724,3774.334840
725,3645.594073
726,3212.747359
727,3469.025769
728,3849.805874
729,3965.273589
730,3517.892447
731,3753.374766
732,4113.268558
733,3580.159157
734,3696.976375
735,3555.660204
736,3574.165692
737,4133.725467
738,3710.469549
739,4013.778905
740,3770.577001
741,3805.379884
742,3694.402989
743,4169.772598
744,3632.384646
745,3657.010284
746,3846.918928
747,3878.692091
748,3747.372917
749,3361.174821
750,3555.015931
751,3626.572099
752,3862.366565
753,3593.460163
754,3573.470202
755,3591.728533
756,3664.315279
757,3618.210190
758,3742.134509
759,3813.541260
760,3864.506380
761,3631.140232
762,3869.662624
763,3978.588447
764,3507.814455
765,3572.103380
766,3605.384268
767,3590.110226
768,3477.066740
769,3466.456393
770,3741.511081
771,3576.632030
772,4180.513695
773,3534.115034
774,4553.508962
775,3488.993101
776,4021.631810
777,4097.417115
778,3823.951191
779,3913.495226
780,3562.363557
781,3875.514658
782,4023.995800
783,3838.506708
784,4086.914270
785,4409.123354
786,3346.749681
787,3625.202366
788,3820.040811
789,3742.709676
790,3703.198380
791,3962.551761
792,4061.339853
793,3720.458695
794,3798.975945
795,4016.581271
796,3817.618902
797,3955.330212
798,3547.056709
799,3858.338556
800,3652.684705
801,4352.320311
802,3762.146121
803,3728.063903
804,3603.141250
805,3931.406209
806,3498.525185
807,3828.682734
808,3532.870992
809,3685.958370
810,3663.449570
811,3694.865493
812,3791.136344
813,3686.571472
814,3815.482571
815,3765.921562
816,4299.330162
817,3695.180635
818,3546.579631
819,4001.819588
820,3703.284289
821,3880.601130
822,3637.616651
823,3568.297473
824,3992.277932
825,4067.713685
826,3866.179249
827,3539.528758
828,3685.599474
829,4026.807885
830,4281.506888
831,3562.214530
832,3761.108378
833,3756.908249
834,4439.355418
835,3708.185219
836,3726.186359
837,3647.324802
838,3502.512592
839,3623.144116
840,3892.827296
841,3608.087495
842,3904.532528
843,3687.470486
844,3833.032447
845,3765.738500
846,4003.349073
847,3670.107564
848,3777.183296
849,3455.085229
850,3640.292853
851,3735.252742
852,3817.325145
853,4192.133028
854,3806.794120
855,3753.632226
856,3648.666075
857,3486.624217
858,3702.047035
859,3763.837472
860,3742.728563
861,3847.515118
862,3653.982183
863,3701.979659
864,3772.725672
865,4421.735928
866,4334.239711
867,3701.924863
868,4021.499445
869,3548.088330
870,3674.034347
871,3922.112287
872,3735.192993
873,4007.831135
874,4379.179262
875,3879.226924
876,4200.046117
877,3557.346354
878,3654.977822
879,3861.589949
880,3547.746249
881,4022.381311
882,3855.122059
883,3863.523010
884,3554.320058
885,3494.646572
886,3859.702629
887,3590.155069
888,4069.213977
889,4020.379083
890,3574.095993
891,3559.937470
892,4064.584546
893,3494.292839
894,4057.668157
895,3528.344958
896,3612.036708
897,3689.616750
898,3603.772958
899,3473.138519
900,4036.740910
901,4019.661340
902,4038.874135
903,4113.835023
904,3968.431490
905,3813.432914
906,3727.113232
907,3527.620542
908,3958.526133
909,3598.104067
910,3413.432080
911,3519.076734
912,3595.393731
913,3563.579675
914,3656.126920
915,3646.466296
916,3714.581059
917,3675.824424
918,4118.545417
919,3739.611226
920,3840.966486
921,3639.804870
922,4105.426034
923,3631.523130
924,3797.330715
925,3550.070958
926,3371.995972
927,3626.856716
928,3922.484573
929,3526.459234
930,3718.878123
931,3521.426704
932,3909.331202
933,3623.038765
934,3475.125083
935,4238.820463
936,3596.821418
937,3541.421482
938,3922.742900
939,4023.772556
940,3612.960174
941,3977.972835
942,3966.410671
943,4140.651694
944,3841.907842
945,3731.305202
946,4111.221408
947,3818.113144
948,3938.082852
949,4060.442861
950,3800.348699
951,3740.422545
952,3482.154327
953,3797.209472
954,4404.438870
955,3851.367130
956,3626.321496
957,3783.959766
958,3883.332102
959,4123.643836
960,3994.810475
961,3767.552966
962,3777.393679
963,3806.555428
964,3857.274165
965,3555.300733
966,3974.274645
967,3696.828898
968,3648.707698
969,3827.268274
970,3639.485184
971,3526.515089
972,3776.456224
973,3691.958317
974,3727.708306
975,3700.264827
976,4293.802505
977,3333.267436
978,3691.693078
979,3330.455854
980,3969.801480
981,3496.344878
982,3790.163479
983,3633.622877
984,3970.766959
985,4051.893183
986,4328.286100
987,3702.003324
988,3752.541877
989,3787.888933
990,3849.960854
991,3950.845896
992,4061.522706
993,3438.707242
994,4044.696140
995,3677.049420
996,4052.310473
997,3490.658936
998,3775.298166
999,3759.533138
1000,3591.668459
